season,home_team,away_team,home_off_rtg,home_def_rtg,away_off_rtg,away_def_rtg,home_pace,away_pace,home_wins
2022-23,SAC,GSW,109.3,111.6,110.9,111.1,103.93,101.92,0
2022-23,DEN,PHX,118.2,110.2,116.1,118.3,95.18,98.41,1
2022-23,BOS,PHI,116.1,112.9,110.2,112.1,95.83,92.08,0
2022-23,GSW,LAL,110.9,111.1,112.7,110.3,101.92,99.04,0
2022-23,NYK,MIA,107.7,107.8,113.8,111.9,92.73,94.87,1
2022-23,BOS,PHI,116.1,112.9,110.2,112.1,95.83,92.08,1
2022-23,GSW,LAL,110.9,111.1,112.7,110.3,101.92,99.04,1
2022-23,PHX,DEN,116.1,118.3,118.2,110.2,98.41,95.18,1
2022-23,PHI,BOS,110.2,112.1,116.1,112.9,92.08,95.83,0
2022-23,LAL,GSW,112.7,110.3,110.9,111.1,99.04,101.92,1
2022-23,MIA,NYK,113.8,111.9,107.7,107.8,94.87,92.73,1
2022-23,PHI,BOS,110.2,112.1,116.1,112.9,92.08,95.83,1
2022-23,PHX,DEN,116.1,118.3,118.2,110.2,98.41,95.18,1
2022-23,LAL,GSW,112.7,110.3,110.9,111.1,99.04,101.92,1
2022-23,MIA,NYK,113.8,111.9,107.7,107.8,94.87,92.73,1
2022-23,BOS,PHI,116.1,112.9,110.2,112.1,95.83,92.08,0
2022-23,DEN,PHX,118.2,110.2,116.1,118.3,95.18,98.41,1
2022-23,GSW,LAL,110.9,111.1,112.7,110.3,101.92,99.04,1
2022-23,NYK,MIA,107.7,107.8,113.8,111.9,92.73,94.87,1
2022-23,PHX,DEN,116.1,118.3,118.2,110.2,98.41,95.18,0
2022-23,PHI,BOS,110.2,112.1,116.1,112.9,92.08,95.83,0
2022-23,LAL,GSW,112.7,110.3,110.9,111.1,99.04,101.92,1
2022-23,MIA,NYK,113.8,111.9,107.7,107.8,94.87,92.73,1
2022-23,BOS,PHI,116.1,112.9,110.2,112.1,95.83,92.08,1
2022-23,DEN,LAL,118.2,110.2,112.7,110.3,95.18,99.04,1
2022-23,BOS,MIA,116.1,112.9,113.8,111.9,95.83,94.87,0
2022-23,DEN,LAL,118.2,110.2,112.7,110.3,95.18,99.04,1
2022-23,BOS,MIA,116.1,112.9,113.8,111.9,95.83,94.87,0
2022-23,LAL,DEN,112.7,110.3,118.2,110.2,99.04,95.18,0
2022-23,MIA,BOS,113.8,111.9,116.1,112.9,94.87,95.83,1
2022-23,LAL,DEN,112.7,110.3,118.2,110.2,99.04,95.18,0
2022-23,MIA,BOS,113.8,111.9,116.1,112.9,94.87,95.83,0
2022-23,BOS,MIA,116.1,112.9,113.8,111.9,95.83,94.87,1
2022-23,MIA,BOS,113.8,111.9,116.1,112.9,94.87,95.83,0
2022-23,BOS,MIA,116.1,112.9,113.8,111.9,95.83,94.87,0
2022-23,DEN,MIA,118.2,110.2,113.8,111.9,95.18,94.87,1
2022-23,DEN,MIA,118.2,110.2,113.8,111.9,95.18,94.87,0
2022-23,MIA,DEN,113.8,111.9,118.2,110.2,94.87,95.18,0
2022-23,MIA,DEN,113.8,111.9,118.2,110.2,94.87,95.18,0
2022-23,DEN,MIA,118.2,110.2,113.8,111.9,95.18,94.87,1
2023-24,CLE,ORL,104.7,111.1,104.9,100.0,93.5,95.71,1
2023-24,DEN,LAL,109.5,110.9,109.7,113.4,93.67,96.4,1
2023-24,MIN,PHX,114.8,110.9,109.3,123.2,93.38,95.25,1
2023-24,NYK,PHI,118.1,120.6,116.9,116.7,92.22,91.09,1
2023-24,BOS,MIA,116.8,108.2,100.7,117.7,92.6,91.6,1
2023-24,LAC,DAL,109.5,115.9,113.3,110.7,92.0,93.48,1
2023-24,MIL,IND,116.8,119.4,120.0,118.8,92.89,93.76,1
2023-24,OKC,NOP,110.9,104.5,93.5,109.6,95.2,95.88,1
2023-24,CLE,ORL,104.7,111.1,104.9,100.0,93.5,95.71,1
2023-24,DEN,LAL,109.5,110.9,109.7,113.4,93.67,96.4,1
2023-24,NYK,PHI,118.1,120.6,116.9,116.7,92.22,91.09,1
2023-24,LAC,DAL,109.5,115.9,113.3,110.7,92.0,93.48,0
2023-24,MIL,IND,116.8,119.4,120.0,118.8,92.89,93.76,0
2023-24,MIN,PHX,114.8,110.9,109.3,123.2,93.38,95.25,1
2023-24,BOS,MIA,116.8,108.2,100.7,117.7,92.6,91.6,0
2023-24,OKC,NOP,110.9,104.5,93.5,109.6,95.2,95.88,1
2023-24,LAL,DEN,109.7,113.4,109.5,110.9,96.4,93.67,0
2023-24,ORL,CLE,104.9,100.0,104.7,111.1,95.71,93.5,1
2023-24,PHI,NYK,116.9,116.7,118.1,120.6,91.09,92.22,1
2023-24,DAL,LAC,113.3,110.7,109.5,115.9,93.48,92.0,1
2023-24,IND,MIL,120.0,118.8,116.8,119.4,93.76,92.89,1
2023-24,PHX,MIN,109.3,123.2,114.8,110.9,95.25,93.38,0
2023-24,NOP,OKC,93.5,109.6,110.9,104.5,95.88,95.2,0
2023-24,LAL,DEN,109.7,113.4,109.5,110.9,96.4,93.67,1
2023-24,MIA,BOS,100.7,117.7,116.8,108.2,91.6,92.6,0
2023-24,ORL,CLE,104.9,100.0,104.7,111.1,95.71,93.5,1
2023-24,DAL,LAC,113.3,110.7,109.5,115.9,93.48,92.0,0
2023-24,IND,MIL,120.0,118.8,116.8,119.4,93.76,92.89,1
2023-24,PHI,NYK,116.9,116.7,118.1,120.6,91.09,92.22,0
2023-24,PHX,MIN,109.3,123.2,114.8,110.9,95.25,93.38,0
2023-24,NOP,OKC,93.5,109.6,110.9,104.5,95.88,95.2,0
2023-24,DEN,LAL,109.5,110.9,109.7,113.4,93.67,96.4,1
2023-24,MIA,BOS,100.7,117.7,116.8,108.2,91.6,92.6,0
2023-24,CLE,ORL,104.7,111.1,104.9,100.0,93.5,95.71,1
2023-24,MIL,IND,116.8,119.4,120.0,118.8,92.89,93.76,1
2023-24,NYK,PHI,118.1,120.6,116.9,116.7,92.22,91.09,0
2023-24,BOS,MIA,116.8,108.2,100.7,117.7,92.6,91.6,1
2023-24,LAC,DAL,109.5,115.9,113.3,110.7,92.0,93.48,0
2023-24,IND,MIL,120.0,118.8,116.8,119.4,93.76,92.89,1
2023-24,PHI,NYK,116.9,116.7,118.1,120.6,91.09,92.22,0
2023-24,DAL,LAC,113.3,110.7,109.5,115.9,93.48,92.0,1
2023-24,ORL,CLE,104.9,100.0,104.7,111.1,95.71,93.5,1
2023-24,DEN,MIN,109.5,110.9,114.8,110.9,93.67,93.38,0
2023-24,CLE,ORL,104.7,111.1,104.9,100.0,93.5,95.71,1
2023-24,DEN,MIN,109.5,110.9,114.8,110.9,93.67,93.38,0
2023-24,NYK,IND,118.1,120.6,120.0,118.8,92.22,93.76,1
2023-24,BOS,CLE,116.8,108.2,104.7,111.1,92.6,93.5,1
2023-24,OKC,DAL,110.9,104.5,113.3,110.7,95.2,93.48,1
2023-24,NYK,IND,118.1,120.6,120.0,118.8,92.22,93.76,1
2023-24,BOS,CLE,116.8,108.2,104.7,111.1,92.6,93.5,0
2023-24,OKC,DAL,110.9,104.5,113.3,110.7,95.2,93.48,0
2023-24,MIN,DEN,114.8,110.9,109.5,110.9,93.38,93.67,0
2023-24,IND,NYK,120.0,118.8,118.1,120.6,93.76,92.22,1
2023-24,CLE,BOS,104.7,111.1,116.8,108.2,93.5,92.6,0
2023-24,DAL,OKC,113.3,110.7,110.9,104.5,93.48,95.2,1
2023-24,MIN,DEN,114.8,110.9,109.5,110.9,93.38,93.67,0
2023-24,IND,NYK,120.0,118.8,118.1,120.6,93.76,92.22,1
2023-24,CLE,BOS,104.7,111.1,116.8,108.2,93.5,92.6,0
2023-24,DAL,OKC,113.3,110.7,110.9,104.5,93.48,95.2,0
2023-24,DEN,MIN,109.5,110.9,114.8,110.9,93.67,93.38,1
2023-24,NYK,IND,118.1,120.6,120.0,118.8,92.22,93.76,1
2023-24,BOS,CLE,116.8,108.2,104.7,111.1,92.6,93.5,1
2023-24,OKC,DAL,110.9,104.5,113.3,110.7,95.2,93.48,0
2023-24,MIN,DEN,114.8,110.9,109.5,110.9,93.38,93.67,1
2023-24,IND,NYK,120.0,118.8,118.1,120.6,93.76,92.22,1
2023-24,DAL,OKC,113.3,110.7,110.9,104.5,93.48,95.2,1
2023-24,DEN,MIN,109.5,110.9,114.8,110.9,93.67,93.38,0
2023-24,NYK,IND,118.1,120.6,120.0,118.8,92.22,93.76,0
2023-24,BOS,IND,116.8,108.2,120.0,118.8,92.6,93.76,1
2023-24,MIN,DAL,114.8,110.9,113.3,110.7,93.38,93.48,0
2023-24,BOS,IND,116.8,108.2,120.0,118.8,92.6,93.76,1
2023-24,MIN,DAL,114.8,110.9,113.3,110.7,93.38,93.48,0
2023-24,IND,BOS,120.0,118.8,116.8,108.2,93.76,92.6,0
2023-24,DAL,MIN,113.3,110.7,114.8,110.9,93.48,93.38,1
2023-24,IND,BOS,120.0,118.8,116.8,108.2,93.76,92.6,0
2023-24,DAL,MIN,113.3,110.7,114.8,110.9,93.48,93.38,0
2023-24,MIN,DAL,114.8,110.9,113.3,110.7,93.38,93.48,0
2023-24,BOS,DAL,116.8,108.2,113.3,110.7,92.6,93.48,1
2023-24,BOS,DAL,116.8,108.2,113.3,110.7,92.6,93.48,1
2023-24,DAL,BOS,113.3,110.7,116.8,108.2,93.48,92.6,0
2023-24,DAL,BOS,113.3,110.7,116.8,108.2,93.48,92.6,1
2023-24,BOS,DAL,116.8,108.2,113.3,110.7,92.6,93.48,1
